rateLimitingCodons,antiShineDelgarno,ttDimerCount,otherPyrDimerCount,weightedPyrDimerCount,methylationSites,repeatRuns,deaminationSites,alkylationSites,oxidationSites,miscSites,hairpinSites,insertionSequences
BBa_K1061002,39,222,279,824,357.1025,24,23,156,590,294,95,23,0
BBa_K1061006,10,97,51,281,84.83849999999998,9,21,77,193,168,34,14,0
BBa_K106666,10,90,128,394,162.3443,8,11,204,262,183,64,28,1
BBa_K1064007,16,86,77,280,114.3638,11,7,140,213,101,30,16,0
BBa_K106668,11,45,128,195,119.59079999999999,6,23,63,142,58,16,2,0
BBa_K106677,31,52,190,313,191.97939999999997,9,9,60,213,84,37,2,0
BBa_K106669,11,46,128,197,120.18789999999998,7,23,63,143,59,16,2,0
BBa_K106667,10,90,129,395,163.51129999999998,8,11,204,263,183,65,28,1
BBa_K1069004,12,66,190,286,185.42579999999998,5,18,46,207,92,32,4,0
BBa_K1072004,6,108,348,512,341.61159999999995,7,37,131,367,159,85,8,0
BBa_K1073000,6,73,121,310,142.24669999999998,11,16,122,203,131,40,16,1
BBa_K1074000,0,2,6,13,6.3944,0,1,2,6,6,3,0,0
BBa_K1071002,7,47,116,211,118.42960000000001,3,20,68,144,91,23,8,0
BBa_K1074003,6,85,60,358,100.25390000000002,7,11,175,226,218,37,27,0
BBa_K1069005,43,267,271,940,372.6613,35,27,250,658,367,108,35,0
BBa_K1074005,10,17,60,93,60.7288,1,12,22,72,36,4,1,0
BBa_J10066,0,28,39,145,51.07340000000001,5,2,57,75,68,31,11,0
BBa_K1074004,12,32,103,120,92.0796,4,17,11,102,34,9,1,0
BBa_K1074014,3,3,22,21,19.5073,0,4,11,16,3,4,0,0
BBa_K1075012,0,31,87,147,90.38869999999999,5,14,76,102,51,21,8,0
BBa_K1076003,9,142,324,503,303.99679999999995,10,47,177,348,202,79,13,0
BBa_K1075032,3,23,32,88,40.752599999999994,0,2,31,66,30,9,3,0
BBa_K1075013,0,31,87,145,90.27359999999999,5,14,79,102,50,20,8,0
BBa_K108002,12,61,82,199,91.36489999999999,5,9,118,143,99,27,11,0
BBa_K108000,10,199,286,879,369.43410000000006,22,29,526,588,354,141,65,0
BBa_K108005,3,57,95,217,97.65419999999999,4,15,125,135,106,37,22,0
BBa_K108007,7,64,183,455,214.23219999999998,7,22,240,299,173,51,21,0
BBa_K108006,7,113,128,367,155.924,6,12,185,261,165,51,24,1
BBa_K108010,9,69,134,338,158.6761,7,10,175,216,154,53,18,0
BBa_K108009,1,61,148,381,167.7398,7,21,198,240,168,56,27,0
BBa_K108001,29,88,163,434,205.92139999999998,4,21,195,303,143,57,22,0
BBa_K108008,7,110,158,461,188.642,10,23,309,300,241,72,42,0
BBa_K108004,2,35,52,132,57.535599999999995,3,8,65,92,66,18,8,0
BBa_K108003,1,25,54,132,63.093500000000006,3,7,83,87,51,14,2,0
BBa_K108012,2,73,129,306,155.1197,4,18,151,219,116,42,11,0
BBa_K108013,9,45,118,248,125.69879999999999,2,14,113,163,107,28,8,0
BBa_K108011,4,41,43,144,62.6022,5,3,77,109,58,25,8,0
BBa_K108015,2,37,57,224,87.91259999999997,8,9,82,157,90,14,14,0
BBa_K108019,2,153,95,658,184.8166,20,2,490,409,330,91,71,0
BBa_K108017,0,38,66,238,88.7732,6,5,125,152,101,27,17,0
BBa_K108021,0,22,45,95,48.476199999999984,1,11,30,57,40,17,5,0
BBa_K108020,4,57,136,256,143.516,7,27,142,175,94,36,11,0
BBa_K108027,13,100,176,381,191.01700000000002,10,20,138,258,156,61,15,0
BBa_K108022,5,42,96,203,101.91829999999999,5,16,111,136,89,33,13,0
BBa_K108024,4,44,54,183,71.1912,7,3,100,126,81,29,12,0
BBa_K108026,21,110,143,409,177.75840000000002,9,20,141,284,166,52,24,0
BBa_K1085033,1,44,37,161,51.296699999999994,16,5,73,118,72,8,4,0
BBa_K108029,19,79,124,365,162.6483,9,9,160,249,134,42,21,0
BBa_K108028,13,127,162,404,181.6169,14,30,154,284,198,65,20,0
BBa_K1085032,1,27,30,102,36.9469,14,3,43,71,39,9,4,0
BBa_K1088023,8,87,135,388,165.0091,8,12,211,257,182,65,26,1
BBa_K1088056,6,63,58,253,87.9969,7,10,164,174,140,28,24,0
BBa_K1088005,9,82,124,310,147.2883,6,22,153,221,139,39,15,0
BBa_K1091001,0,8,111,273,129.52839999999998,2,19,105,139,142,20,13,0
BBa_K1091003,9,51,153,229,149.45810000000003,4,16,27,163,73,27,2,0
BBa_K1091005,11,128,102,240,115.6462,5,15,56,221,96,26,2,0
BBa_K1091006,9,51,153,229,149.45810000000003,4,16,27,163,73,27,2,0
BBa_K1091002,11,128,102,240,115.6462,5,15,56,221,96,26,2,0
BBa_K1091004,0,8,111,273,129.52839999999998,2,19,105,139,142,20,13,0
BBa_K1092004,26,113,222,557,272.20369999999997,16,29,188,380,215,47,23,0
BBa_K1093006,0,56,104,210,111.41149999999999,6,10,81,143,69,32,5,0
BBa_K1093000,0,62,108,231,120.66409999999999,7,10,95,162,76,35,7,0
BBa_K1093005,0,56,104,208,111.29639999999999,6,10,83,143,68,32,6,0
BBa_K1093009,0,58,117,221,115.0973,8,14,121,150,108,35,13,0
BBa_K1093007,0,4,6,11,6.575500000000001,1,0,8,9,6,2,1,0
BBa_K1093008,0,2,6,11,6.482600000000001,1,0,11,10,7,1,2,0
BBa_K1093010,0,55,116,222,114.6203,8,13,121,149,106,36,13,0
BBa_K1093013,0,77,165,347,161.71169999999998,7,19,243,239,172,58,18,0
BBa_K1093011,0,51,108,200,105.81419999999999,6,14,109,136,94,30,11,0
BBa_K1093001,0,62,109,232,120.77419999999998,7,10,93,161,77,35,6,0
BBa_K1093016,1,80,32,239,66.9515,3,10,75,155,139,13,15,0
BBa_K1093014,5,43,99,141,94.68079999999999,1,10,20,105,46,17,3,0
BBa_K1093015,4,9,54,83,53.20039999999999,3,5,12,55,28,11,0,0
BBa_K1093018,8,55,97,181,101.7731,3,11,27,142,60,15,2,0
BBa_K1093012,0,48,107,201,105.3372,6,13,109,135,92,31,11,0
BBa_K1093030,0,73,164,332,161.667,10,27,232,241,167,47,18,0
BBa_K1093025,5,56,113,222,113.82379999999999,2,21,110,154,108,33,13,0
BBa_K1096000,0,73,189,436,214.7028,13,26,180,264,181,69,22,0
BBa_K1093032,0,53,119,221,116.92710000000001,8,18,118,149,104,36,11,0
BBa_K109551,6,43,51,148,64.88459999999999,2,13,52,101,71,14,6,0
BBa_K1097000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K109700,0,84,121,379,153.67989999999998,17,7,140,243,159,57,17,0
BBa_K1109002,90,159,761,912,674.6591,12,124,230,611,295,128,16,0
BBa_K1096001,1,25,37,90,44.458000000000006,3,3,33,68,36,14,4,0
BBa_K1104400,1,71,166,427,203.67279999999997,9,11,157,265,146,68,13,0
BBa_K1111010,1,28,38,146,51.7462,6,2,54,77,66,31,10,0
BBa_K1111008,15,218,191,889,292.22520000000003,29,41,244,543,462,135,52,0
BBa_K1112001,133,473,403,2590,759.1374,126,26,1444,1486,1320,337,214,0
BBa_K1104401,3,107,239,633,296.28569999999996,12,17,262,405,223,92,20,0
BBa_K1111011,1,29,38,148,51.4722,5,2,57,78,67,30,10,0
BBa_K1113701,1,86,191,472,222.64619999999996,9,15,233,297,193,84,27,0
BBa_K1114405,13,58,65,189,78.96690000000001,7,8,85,131,88,22,13,0
BBa_K1114403,14,60,64,190,77.915,7,8,84,132,89,22,13,0
BBa_K1114406,12,60,65,189,78.96690000000001,7,8,84,131,88,23,13,0
BBa_K1114404,12,58,66,190,79.6519,7,8,84,131,88,22,13,0
BBa_K1114417,14,61,62,190,76.753,7,8,84,132,89,22,13,0
BBa_K1114412,19,55,64,180,75.70770000000002,6,8,84,123,86,23,13,0
BBa_K1114507,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1114517,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1114509,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1114511,65,102,128,445,172.0967,18,21,167,282,194,47,16,0
BBa_K1117001,61,198,332,726,371.86030000000005,8,28,136,557,194,79,15,0
BBa_K1114519,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1117002,35,166,290,596,319.19290000000007,11,22,117,480,135,66,8,0
BBa_K112002,19,42,140,199,132.7803,4,18,42,135,63,26,1,0
BBa_K1117004,13,44,171,166,142.41140000000001,1,45,31,122,54,28,2,0
BBa_K112006,6,14,65,86,64.5026,3,13,27,64,17,12,3,0
BBa_K112009,6,14,65,84,63.9055,3,13,27,62,16,12,3,0
BBa_K112012,8,31,110,136,99.84899999999999,0,14,44,98,34,19,3,0
BBa_K112104,6,33,176,178,148.4924,2,21,23,122,49,22,1,1
BBa_K112103,6,33,176,178,148.4924,2,21,23,122,49,22,1,1
BBa_K112105,6,32,176,177,148.4813,2,21,23,121,48,22,1,1
BBa_K112001,10,29,33,93,44.077799999999996,1,1,20,76,32,9,3,0
BBa_K112015,8,31,109,135,98.68199999999999,0,14,44,97,34,19,3,0
BBa_K112106,20,31,156,187,143.48200000000003,5,18,36,138,45,22,1,0
BBa_K112107,20,31,154,187,142.32000000000002,5,18,36,138,45,22,1,0
BBa_K112200,10,29,33,93,44.077799999999996,1,1,20,76,32,9,3,0
BBa_K112123,20,31,156,186,142.89600000000002,5,18,36,137,45,22,1,0
BBa_K112207,36,89,175,373,202.0135,6,17,118,291,111,39,13,0
BBa_K112122,25,99,141,364,168.52489999999997,18,20,142,255,149,53,11,0
BBa_K777113,2,68,117,289,144.52710000000002,3,17,146,207,110,39,10,0
BBa_K112213,4,25,57,110,60.492599999999996,2,9,46,80,47,12,10,0
BBa_K785000,0,61,171,320,180.699,13,29,135,213,114,64,11,0
BBa_K801093,25,143,257,650,332.71,15,15,184,457,184,76,16,0
BBa_K112140,58,167,383,714,402.0501,18,67,225,496,266,89,24,1
BBa_K1122668,9,44,95,198,104.3246,3,14,90,137,62,34,9,0
BBa_K112219,2,14,46,98,51.575900000000004,2,2,45,68,32,13,2,0
BBa_K1122667,25,329,460,1351,549.6898,38,52,810,886,647,228,113,0
BBa_K1122671,7,114,150,400,164.1769,10,19,270,271,207,96,35,0
BBa_K1122669,4,142,182,566,235.32389999999998,16,22,316,377,244,95,42,0
BBa_K1122702,6,41,163,351,168.56730000000002,2,29,191,194,180,42,20,0
BBa_K1123013,6,6,4,52,11.286399999999999,0,0,53,26,27,7,3,0
BBa_K1122672,100,159,624,784,551.784,20,110,143,534,231,88,15,0
BBa_K112300,4,43,64,178,82.49139999999998,2,4,67,130,62,25,8,0
BBa_K1123015,0,29,84,170,87.385,0,5,70,134,59,9,4,0
BBa_K1122670,4,78,90,295,121.15429999999998,5,10,164,198,134,50,18,0
BBa_K1123016,0,19,9,151,42.2931,5,0,174,114,71,4,30,0
BBa_K1122703,5,42,159,328,162.46319999999997,2,26,174,187,165,37,18,0
BBa_K1123018,12,114,0,168,30.481899999999996,0,6,144,151,129,35,6,0
BBa_K1123021,0,8,155,133,130.33909999999997,0,31,23,107,11,0,0,0
BBa_K1123019,1,1,36,179,69.6489,0,0,144,108,41,0,0,0
BBa_K1123020,0,0,184,103,132.8313,0,54,7,65,23,0,0,0
BBa_K1124004,8,68,144,261,144.71759999999998,5,26,73,187,95,30,5,1
BBa_K1123014,0,18,14,131,37.28159999999999,0,0,165,89,61,13,25,0
BBa_K1125005,16,100,181,323,178.95819999999998,10,32,78,230,141,53,11,0
BBa_K1122701,1,62,151,341,176.17589999999998,8,25,154,225,109,56,16,0
BBa_K112312,4,18,53,100,56.8149,1,8,58,70,31,9,6,0
BBa_K1128000,30,69,365,335,310.62859999999995,5,72,27,266,63,45,2,0
BBa_K112800,0,66,113,249,124.8433,3,11,71,161,109,27,8,0
BBa_K845003,2,29,20,77,31.579699999999995,2,0,27,61,32,4,6,0
BBa_K1128002,30,116,370,388,325.28869999999995,9,72,27,317,84,52,2,0
BBa_K112801,35,58,379,294,301.2234,3,89,53,214,79,33,3,0
BBa_K112614,0,3,18,21,14.401699999999998,0,4,5,10,9,4,0,0
BBa_K1129004,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1129000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1129006,81,269,1118,1282,1026.4911000000002,18,182,171,995,255,143,7,1
BBa_K1131002,30,151,255,440,258.7897,6,16,64,350,166,61,9,0
BBa_K1129041,43,124,240,481,261.9982,21,21,69,339,139,73,10,0
BBa_K113006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1131000,24,150,234,498,262.2957,14,12,67,366,171,65,3,0
BBa_K1132010,31,84,351,465,330.0222,7,46,82,326,107,60,2,0
BBa_K1132009,23,184,170,753,279.31699999999995,20,21,443,555,373,66,60,0
BBa_K1136000,0,45,73,167,77.20969999999998,7,10,85,117,95,29,10,0
BBa_K1137000,1,129,181,529,241.78300000000002,17,16,190,341,210,102,23,0
BBa_K1136002,0,53,120,265,133.29800000000003,6,13,116,174,117,44,12,0
BBa_K1137001,1,127,172,487,221.4366,17,14,194,293,190,124,15,0
BBa_K1137008,4,58,30,268,70.0778,8,6,199,161,167,28,46,0
BBa_K1132012,50,182,439,859,446.8157999999999,35,70,259,566,356,108,22,0
BBa_K1137002,0,35,35,122,46.7869,1,2,63,71,60,24,9,0
BBa_K1137012,14,30,108,140,98.15649999999998,6,16,31,105,40,16,2,0
BBa_K1142001,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1137015,20,247,375,1121,475.83689999999996,23,48,603,740,498,172,66,1
BBa_K1148012,58,322,383,1166,494.4212,35,45,321,791,489,131,40,0
BBa_K1145007,8,72,136,269,142.17929999999998,5,26,76,196,105,31,7,1
BBa_K1145001,13,118,80,564,147.3418,18,31,271,310,370,91,51,0
BBa_K1149030,17,132,211,681,272.62980000000005,18,29,310,429,331,69,54,0
BBa_K1149034,0,138,174,454,199.7183,20,15,197,325,199,89,16,0
BBa_K1142000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1149033,0,148,218,534,237.50539999999998,21,18,234,361,232,102,31,0
BBa_K1149031,1,218,259,614,284.45509999999996,28,28,203,450,269,118,24,0
BBa_K1149035,0,93,115,411,167.91190000000003,12,6,153,263,135,69,13,0
BBa_K1149040,0,65,127,223,123.17659999999998,1,12,110,170,83,50,14,0
BBa_K1150065,71,406,410,1721,648.8068000000001,67,49,499,1186,680,193,59,0
BBa_K1149036,0,71,93,216,94.92469999999999,5,7,104,154,101,35,16,0
BBa_K1149038,0,80,110,476,167.67389999999995,13,7,251,298,216,59,40,0
BBa_K1150068,54,292,279,1296,470.3690999999999,48,35,384,881,514,154,51,0
BBa_K1149039,0,72,129,223,123.59539999999998,2,14,104,175,96,47,11,0
BBa_K1149032,0,189,207,549,230.8743,20,19,215,389,260,120,25,0
BBa_K1150014,0,6,0,10,1.2433,0,0,3,7,3,3,0,0
BBa_K1150064,69,397,409,1710,644.004,65,52,511,1174,684,197,64,0
BBa_K1149037,5,72,121,415,153.35379999999998,8,8,247,257,219,59,37,0
BBa_K1150066,54,331,340,1338,518.1109,51,41,385,932,530,145,41,0
BBa_K115052,53,189,659,973,638.187,35,81,243,650,268,156,16,0
BBa_K115050,6,118,164,395,176.3726,6,37,198,277,211,57,22,0
BBa_K1152000,30,241,486,1145,593.5659,30,65,485,841,374,122,40,0
BBa_K1151000,6,31,93,135,91.14570000000002,4,15,45,105,50,12,4,0
BBa_K1150067,48,270,279,1236,448.3739,50,36,368,827,500,151,48,0
BBa_K115055,18,73,228,401,239.0346,7,15,98,272,122,73,5,0
BBa_K115057,5,70,111,313,138.30509999999998,10,6,165,207,125,44,16,0
BBa_K115053,25,86,271,439,265.81539999999995,15,33,95,283,148,69,6,0
BBa_K115058,23,121,309,516,311.69159999999994,20,34,136,356,164,85,11,0
BBa_K1152002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1152001,28,251,465,1132,558.4104,31,87,518,803,422,149,57,0
BBa_K1152003,30,312,486,1403,643.2915000000002,43,55,752,1008,477,178,77,0
BBa_K115054,27,96,266,464,273.48359999999997,16,32,100,340,137,58,5,0
BBa_K1152010,12,102,19,357,74.50589999999998,8,9,226,219,248,31,47,0
BBa_K1153001,6,104,223,507,250.32559999999995,15,30,231,338,215,64,28,0
BBa_K115051,21,88,321,445,308.84000000000003,8,31,105,304,120,75,6,0
BBa_K1157003,12,38,132,178,122.6322,4,18,47,135,49,22,6,0
BBa_K1152012,10,73,24,283,67.3561,11,6,201,178,157,38,32,0
BBa_K1154003,11,65,291,269,245.27119999999996,4,32,21,203,71,88,0,0
BBa_K1158000,44,112,341,599,385.39629999999994,16,37,129,445,138,67,11,0
BBa_K116000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1154002,10,43,174,194,155.61449999999996,5,24,27,139,38,61,2,0
BBa_K1159318,0,5,6,12,7.440199999999999,0,1,0,12,2,1,0,1
BBa_K1162008,0,5,39,18,29.0723,0,17,12,13,3,2,0,0
BBa_K116101,4,79,134,272,134.5005,6,15,141,177,134,44,14,0
BBa_K1162011,4,51,139,235,142.54049999999998,6,13,47,160,77,26,3,0
BBa_K1157001,7,71,72,388,132.5233,14,2,244,240,162,36,39,0
BBa_K116202,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1159311,8,51,148,232,147.34709999999998,4,15,29,165,73,28,2,0
BBa_K116006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1163304,10,45,95,200,104.5326,3,14,90,138,62,34,10,0
BBa_K1163306,24,304,448,1303,533.4861,36,49,790,846,613,226,112,0
BBa_K1164001,19,110,129,424,166.5852,12,10,97,285,173,83,16,0
BBa_K1163305,6,142,183,565,236.46869999999998,17,22,313,378,242,96,40,0
BBa_K1163303,4,97,150,413,183.96070000000003,7,24,223,271,187,72,25,0
BBa_K1163301,4,69,87,251,105.53190000000001,5,13,166,184,118,39,20,0
BBa_K1165006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1163302,3,78,89,296,121.82710000000002,6,10,164,198,131,50,17,0
BBa_K1165007,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1165008,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1165016,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1164002,27,166,277,655,314.624,18,26,134,445,247,122,20,0
BBa_K116601,3,163,230,710,320.6564,20,7,317,506,251,93,42,0
BBa_K116501,8,52,71,302,116.29609999999998,9,5,142,188,122,44,19,0
BBa_K116502,16,87,131,456,179.80369999999996,18,23,195,292,189,66,14,0
BBa_K116402,14,114,325,667,363.522,13,32,332,438,246,95,35,0
BBa_K1172301,12,100,221,430,214.3319,4,29,190,264,216,74,26,0
BBa_K1163003,8,87,135,388,165.0091,8,12,211,257,182,65,26,1
BBa_K1176888,3,82,77,403,124.81709999999998,8,9,306,262,219,56,50,0
BBa_K116609,2,5,16,29,17.741899999999998,1,0,10,18,10,1,1,0
BBa_K115056,2,45,77,166,83.71519999999998,5,7,82,113,72,28,11,0
BBa_K1175006,5,53,145,214,139.5974,6,20,65,152,76,31,6,0
BBa_K1175007,25,190,283,723,344.45120000000003,18,58,329,523,321,84,43,0
BBa_K1179005,13,160,164,891,285.48549999999994,22,18,298,522,398,99,28,0
BBa_K1175005,8,60,108,198,106.99969999999999,3,13,56,151,80,26,3,0
BBa_K1179007,12,169,170,913,292.35139999999996,23,19,309,535,408,102,29,0
BBa_K1179016,6,66,49,164,68.91139999999999,1,3,42,129,53,21,6,0
BBa_K1179012,0,74,51,304,93.38610000000001,9,7,129,193,151,31,14,0
BBa_K1179049,0,17,18,105,34.1429,4,4,46,65,48,10,2,0
BBa_K1179014,18,62,95,274,125.62629999999999,6,26,74,194,112,30,9,0
BBa_K1179013,2,98,55,366,107.4547,13,7,149,232,183,37,16,0
BBa_K1179006,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1179004,12,164,165,881,281.1705,22,18,297,516,398,97,28,0
BBa_K1179052,1,56,31,200,56.3676,8,3,86,125,109,23,11,0
BBa_K1179050,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1179020,12,63,83,310,119.5763,6,12,100,195,131,39,11,0
BBa_K1179079,8,76,64,213,92.78649999999999,3,5,49,164,67,24,6,0
BBa_K1179056,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1179009,64,400,614,1646,782.4272,47,110,402,1177,597,161,46,0
BBa_K1179055,1,58,39,222,67.6591,8,3,92,143,114,24,11,0
BBa_K1189014,53,74,185,335,202.2976,23,17,80,246,104,34,9,0
BBa_K1181000,41,143,290,564,308.0317,13,38,98,391,200,75,8,0
BBa_K1189008,15,75,121,308,143.171,11,19,109,210,123,41,12,1
BBa_K1182011,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1189012,0,7,15,34,16.8273,1,2,13,22,14,9,2,0
BBa_K1189023,0,247,243,885,321.26050000000004,36,26,437,592,423,149,55,0
BBa_K1179053,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1189022,6,257,257,891,327.8643,38,41,415,592,458,157,48,0
BBa_K1187001,9,44,50,136,55.97639999999999,7,4,22,90,52,27,5,0
BBa_K1189024,0,44,65,218,89.60199999999999,10,7,68,138,85,37,6,0
BBa_K1189025,0,39,79,192,95.75769999999999,7,14,74,120,63,34,9,0
BBa_K1190001,0,30,70,161,75.6263,1,8,54,96,67,28,7,0
BBa_K1196011,3,23,19,68,27.1707,2,0,12,56,32,6,1,0
BBa_K1197013,22,167,159,648,245.855,25,11,225,438,257,82,30,0
BBa_K1190002,18,83,386,443,349.62559999999996,8,54,122,326,104,51,3,0
BBa_K1196010,5,106,81,444,149.51779999999997,13,3,277,293,211,51,44,0
BBa_K1190003,3,68,135,273,139.36060000000003,5,22,108,184,119,46,11,0
BBa_K1189036,0,0,11,5,7.875,0,7,2,3,0,0,0,0
BBa_K1197014,37,181,410,654,416.4733,11,55,157,507,204,77,8,0
BBa_K1196004,8,63,57,173,80.2794,3,2,34,144,49,23,3,1
BBa_K1196009,5,106,81,444,149.51779999999997,13,3,277,293,211,51,44,0
BBa_K1199046,1,128,222,585,261.7192999999999,19,21,284,370,284,109,36,0
BBa_K1199043,0,58,111,322,138.27169999999998,13,9,161,200,162,62,20,0
BBa_K120000,27,70,148,311,170.94669999999996,7,9,76,225,91,45,8,0
BBa_K1199050,0,33,59,157,72.59989999999999,6,4,80,107,68,32,9,0
BBa_K120001,27,70,148,311,170.94669999999996,7,9,76,225,91,45,8,0
BBa_K120008,27,72,150,322,174.7162,7,9,79,231,98,46,9,0
BBa_K120004,27,73,150,315,173.8778,7,9,79,230,92,46,8,0
BBa_K1196015,13,84,98,326,125.7048,8,7,102,207,159,53,14,0
BBa_K120005,27,75,150,320,174.694,7,9,80,233,94,48,8,0
BBa_K120007,27,80,151,325,175.81249999999997,7,9,82,237,99,49,9,0
BBa_K1201001,2,108,125,552,186.09969999999998,16,13,330,350,283,66,53,0
BBa_K1201000,2,138,204,631,254.66929999999994,29,19,343,426,301,80,44,0
BBa_K120009,27,71,150,320,174.1191,7,9,84,232,95,45,8,0
BBa_K1202002,0,100,210,358,204.8946,8,23,142,266,140,88,10,0
BBa_K1202004,0,12,11,44,15.5608,2,2,23,28,22,9,2,0
BBa_K1202007,0,23,50,114,54.6699,4,12,69,65,58,16,9,0
BBa_K1202010,0,85,145,278,146.15509999999998,5,17,122,208,103,57,13,0
BBa_K1202001,0,35,55,113,51.872699999999995,2,1,44,82,58,14,5,0
BBa_K120006,27,71,155,322,178.1961,7,9,82,233,96,45,8,0
BBa_K1202008,0,21,48,75,46.0079,3,3,53,55,30,20,6,0
BBa_K1202009,0,11,14,20,10.0632,0,6,9,14,15,4,1,0
BBa_K1202005,0,7,31,50,28.269299999999994,1,3,30,35,14,6,6,0
BBa_K1205001,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1202003,0,33,119,160,105.0832,3,19,60,108,65,21,0,0
BBa_K1211001,13,134,316,506,309.457,8,26,127,375,145,95,11,0
BBa_K1207001,22,25,222,162,176.301,1,32,26,124,34,17,0,0
BBa_K1202006,0,1,5,7,5.950099999999999,0,3,8,7,1,0,0,0
BBa_K1205002,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1211002,0,109,240,657,294.5952,17,19,201,372,244,122,22,0
BBa_K1202011,0,154,225,501,235.7533,14,27,198,362,220,106,16,0
BBa_K1214009,24,177,510,856,520.9186,11,55,206,603,237,94,9,0
BBa_K1214010,9,77,245,349,233.8286,5,28,119,252,109,56,9,0
BBa_K1217002,15,145,322,561,322.352,3,42,475,404,252,118,41,0
BBa_K1222003,8,88,125,380,157.97799999999998,8,11,204,253,181,65,26,1
BBa_K1218016,7,69,63,251,92.49399999999997,6,10,146,176,130,31,19,0
BBa_K1218009,75,363,688,1355,727.9612999999998,43,87,495,966,529,203,50,0
BBa_K1217014,3,27,53,116,58.049400000000006,3,8,70,91,55,13,6,0
BBa_K1217006,19,185,298,728,381.7634,14,41,346,550,245,70,30,0
BBa_K1217007,15,149,332,578,333.8964,4,44,480,421,257,120,42,0
BBa_K1217013,3,24,53,106,56.1208,3,8,64,83,48,12,5,0
BBa_K1217001,19,181,288,711,370.21899999999994,13,39,341,533,240,68,29,0
BBa_K1218015,4,48,41,192,68.74389999999998,5,4,144,142,91,19,31,0
BBa_K1218010,45,243,465,885,487.9126,22,56,278,630,328,134,17,0
BBa_K1223004,8,69,133,256,136.65679999999998,5,24,65,185,98,29,4,1
BBa_K1217012,72,254,265,929,360.5118,29,24,547,650,428,121,98,0
BBa_K1229000,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1223013,38,122,233,502,267.0261,10,36,91,359,170,48,10,0
BBa_K1230005,0,2,11,23,12.6565,0,0,10,16,5,4,0,0
BBa_K124017,17,89,168,436,209.42349999999996,4,21,195,305,144,57,22,0
BBa_K124016,4,18,54,100,57.877900000000004,1,8,56,71,31,8,5,0
BBa_K1255000,0,12,28,62,33.1867,0,2,32,38,19,9,2,0
BBa_K125504,13,84,188,387,187.5216,12,35,96,257,203,47,18,0
BBa_K1230000,6,23,67,129,74.35879999999999,2,9,49,90,41,11,5,0
BBa_K125501,19,161,187,489,197.27119999999996,16,51,155,340,323,63,29,0
BBa_K1257001,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K125505,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K1260002,9,115,173,454,199.3231,10,23,180,305,211,71,18,0
BBa_K125502,9,83,117,274,115.0178,7,30,95,186,196,29,18,0
BBa_K1260001,4,94,116,293,127.37629999999999,4,20,120,215,135,39,12,0
BBa_K126001,5,48,113,221,114.91,5,16,48,143,90,31,7,1
BBa_K127013,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K125503,13,125,234,407,220.846,17,57,83,266,243,65,17,0
BBa_K1255001,0,67,201,352,210.07509999999996,13,25,121,236,130,57,11,0
BBa_K1266000,24,59,195,303,195.62159999999997,10,19,58,214,100,38,2,0
BBa_K127012,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K125520,12,62,98,297,132.1888,12,4,136,212,97,44,15,0
BBa_K1260000,5,101,123,322,136.0332,5,22,140,237,144,44,13,0
BBa_K1293022,7,112,78,519,139.71049999999997,18,5,353,333,296,60,57,0
BBa_K1298001,0,87,115,367,141.76839999999996,12,7,173,225,175,57,28,0
BBa_K127011,0,0,0,0,0,0,0,0,0,0,0,0,0
BBa_K131022,7,104,221,426,237.63759999999996,4,15,188,300,138,63,12,0
BBa_K1298000,0,85,105,365,136.12199999999999,10,6,176,224,173,56,24,0
BBa_K131023,7,103,221,424,236.94759999999997,4,15,190,298,138,63,13,0
